Country,Wave3,Wave4,Wave5,Wave6
Jordan,24.4132,0.2014487237,0.2014487237,0.2014487237
Kazakhstan,28.98491,28.99517,25.4046,25.4046
Kenya,9.247238,10.93771839,10.93771839,10.93771839
Kiribati,0,0,,
"Korea, Dem. Rep.",5.166117,4.735673428,4.735673428,4.735673428
"Korea, Rep.",17.10887,21.88241,22.40456,22.40456
Kuwait,1.564255,1.508789182,1.498057424,1.498057424
Kyrgyzstan,13.28607,9.828025,9.875281,9.875281
Laos,27.75632,26.21919823,26.21919823,26.21919823
Latvia,24.55983,20.02737,20.36959,20.36959
Lebanon,6.259573,5.83831501,5.83831501,5.83831501
Lesotho,8.874297,7.858619213,7.858619213,7.858619213
Liberia,10.03827,7.1848526,7.1848526,7.1848526
Libya,4.083238,4.667024612,4.667024612,4.667024612
Lithuania,40.14809,35.41642,33.34186,33.34186
Luxembourg,13.37934,12.40591812,12.40591812,12.40591812
"Macedonia, FYR",6.791909,7.876878262,7.876878262,7.876878262
Madagascar,6.373168,5.767406464,5.767406464,5.767406464
Malawi,10.96042,10.17173481,10.17173481,10.17173481
Malaysia,7.963536,8.2110672,8.2110672,8.2110672
Maldives,7.300285,22.35347939,22.35347939,22.35347939
Mali,8.259055,8.262892723,8.262892723,8.262892723
Malta,5.507131,4.551121235,4.551121235,4.551121235
Marshall Islands,7.360439,7.202383518,7.202383518,7.202383518
Mauritania,7.77528,6.882952213,6.882952213,6.882952213
Mauritius,10.81601,7.767069,8.08154,8.08154
Mexico,3.987383,4.157453,4.288574,4.288574
"Micronesia, Fed. Sts.",5.021117,4.762269974,4.762269974,4.762269974
Moldova,15.16075,15.15584,15.53849,15.53849
Monaco,11.5589,11.1510725,11.1510725,11.1510725
Mongolia,14.31175,13.08961582,13.08961582,13.08961582
Morocco,2.431653,2.109413624,2.109413624,2.109413624
Mozambique,6.14396,10.55037498,10.55037498,10.55037498
Myanmar,11.47028,10.11499691,10.11499691,10.11499691
Namibia,9.535017,8.021969795,8.021969795,8.021969795
Nauru,4.069722,4.079525471,4.079525471,4.079525471
Nepal,12.42371,11.65520954,11.65520954,11.65520954
Netherlands,8.234311,7.801102,8.164005,8.164005
New Zealand,11.67196,11.81556,12.17976,12.17976
Nicaragua,13.15647,12.12226868,12.12226868,12.12226868
Niger,9.237587,9.257975578,9.257975578,9.257975578
Nigeria,7.281508,7.631049633,7.631049633,7.631049633
Niue,4.409268,4.217076302,4.217076302,4.217076302
Norway,9.992784,10.72357,10.823,10.823
Oman,3.814847,3.716739416,3.716739416,3.716739416
Pakistan,13.96756,12.86981487,12.86981487,12.86981487
Palau,5.579326,5.554276466,5.554276466,5.554276466
Panama,5.814389,6.195792,6.1052819,6.1052819
Papua New Guinea,12.44662,11.95694065,11.95694065,11.95694065
Paraguay,3.418299,4.474054,4.409532,4.409532
Peru,1.8759,1.658907771,1.658907771,1.658907771
Philippines,1.866777,1.922485113,1.922485113,1.922485113
Poland,13.6517,13.81242,13.63706,13.63706
Portugal,8.800402,8.188375473,8.188375473,8.188375473
Qatar,3.256135,2.515720844,2.515720844,2.515720844
Romania,12.20508,10.63957,10.05932,10.05932
Russia,34.11,29.86262,27.87416,27.87416
Rwanda,10.7916,13.11794853,13.11794853,13.11794853
Saint Kitts and Nevis,0,0,,
Saint Lucia,5.848927,8.21094799,8.21094799,8.21094799
Saint Vincent and the Grenadines,8.423156,9.593027115,9.593027115,9.593027115
Samoa,5.410833,5.542323589,5.542323589,5.542323589
San Marino,7.093159,6.087670803,6.087670803,6.087670803
Sao Tome and Principe,9.090421,10.49314976,10.49314976,10.49314976
Saudi Arabia,5.955035,6.401537895,6.401537895,6.401537895
Senegal,6.410122,6.81143856,6.81143856,6.81143856
Serbia,14.2481,12.97721,13.71634,13.71634
Serbia and Montenegro,14.3126,14.46964836,14.46964836,14.46964836
Seychelles,10.17655,9.507927895,9.507927895,9.507927895
Sierra Leone,13.64068,11.98049736,11.98049736,11.98049736
Singapore,8.919598,8.683154,9.127511,9.127511
Slovak Republic,11.53703,10.75127,10.64574,10.64574
Slovenia,21.29828,20.05259,19.42261,19.42261
Solomon Islands,4.682738,4.484752655,4.484752655,4.484752655
Somalia,10.09256,29.86416435,29.86416435,29.86416435
South Africa,12.59825,15.714571,15.714571,15.714571
Spain,6.222061,6.247683,5.888479,5.888479
Sri Lanka,31.96863,28.10404587,28.10404587,28.10404587
Sudan,8.698104,9.709555626,9.709555626,9.709555626
Suriname,18.16088,20.7474308,20.7474308,20.7474308
Swaziland,6.360499,12.87222195,12.87222195,12.87222195
Sweden,10.97088,10.68662,11.11583,11.11583
Switzerland,15.45505,13.09476,13.23981,13.23981
Syria,0.5609214,0.5235275626,0.5235275626,0.5235275626
Tajikistan,6.511811,2.648980856,2.648980856,2.648980856
Tanzania,3.591502,12.41118145,12.41118145,12.41118145
Thailand,10.68856,9.847459793,9.847459793,9.847459793
Timor-Leste,13.07974,9.633114815,9.633114815,9.633114815
Togo,6.584218,6.369887829,6.369887829,6.369887829
Tonga,4.583961,4.527851582,4.527851582,4.527851582
Trinidad and Tobago,11.65305,14.54716682,14.54716682,14.54716682
Tunisia,4.507532,3.146814108,3.146814108,3.146814108
Turkey,6.716264,3.56332469,3.56332469,3.56332469
Turkmenistan,14.01835,12.21676922,12.21676922,12.21676922
Tuvalu,7.890512,7.934811592,7.934811592,7.934811592
Uganda,3.381024,12.28912163,12.28912163,12.28912163
Ukraine,22.229,20.04554,18.95457,18.95457
United Arab Emirates,3.226218,1.392950654,1.392950654,1.392950654
United Kingdom,6.370787,6.271399,6.014659,6.014659
United States,9.95536,10.02633,9.927033,9.927033
Uruguay,15.70864,14.53727,14.53727,14.53727
USSR,,,,
Uzbekistan,7.033736,5.342295,5.21372,5.21372
Vanuatu,5.110844,4.983421803,4.983421803,4.983421803
Venezuela,5.707862,4.333949,4.11962,4.11962
West Germany,,,,
Vietnam,13.01493,11.65332222,11.65332222,11.65332222
"Yemen, Rep.",6.133051,6.265789032,6.265789032,6.265789032
Yugoslavia,,,,
Zambia,6.079987,12.01903629,12.01903629,12.01903629
Zimbabwe,7.541058,13.90526676,13.90526676,13.90526676
